latitude,longitude,distances,ind,fotograma,section,classes,ind2,scores,boxes,class_id,area,center,height,width,total_area,fail_id_section,class_id_readable
,,,602,1282,,Grieta Vertical,776,0.3709401488304138,"[0.4661150872707367, 0.781858503818512, 0.5241631269454956, 0.9285246133804321]",D00,1961.5519058210793,"(547.3225975036621, 178.2500785589218)",52.79979944229126,37.1507453918457,230400,286,Grieta Vertical
,,,603,1286,,Grieta e Intervalo Lineal Transversal,777,0.31292396783828735,"[0.12107014656066895, 0.6902086138725281, 0.4205220341682434, 0.8099836707115173]",D10,8263.726124253662,"(480.06153106689453, 97.48659253120422)",43.11902046203613,191.64920806884766,230400,362,Grieta e Intervalo Lineal Transversal
,,,603,1286,,Desenfoque de linea blanca,778,0.254456490278244,"[0.0, 0.5401375889778137, 0.11857594549655914, 0.9264399409294128]",D44,10553.74079159933,"(469.3048095703125, 21.343670189380646)",139.06884670257568,75.88860511779785,230400,137,Desenfoque de linea blanca
,,,604,1287,,Grieta Vertical,779,0.43716031312942505,"[0.12873852252960205, 0.5680983066558838, 0.23685315251350403, 0.8826485276222229]",D00,7835.323565060435,"(464.23898696899414, 65.8065015077591)",113.23807954788208,69.19336318969727,230400,287,Grieta Vertical
,,,605,1288,,Grieta Vertical,780,0.367514967918396,"[0.19765393435955048, 0.5744849443435669, 0.3239051103591919, 0.8725555539131165]",D00,8670.358653485324,"(463.0529594421387, 93.88062804937363)",107.30541944503784,80.80075263977051,230400,287,Grieta Vertical
,,,605,1288,,Grieta e Intervalo Lineal Transversal,781,0.30747097730636597,"[0.35415229201316833, 0.7158851027488708, 0.6290851831436157, 0.783614456653595]",D10,4290.284640020673,"(479.83985900878906, 176.98274552822113)",24.382567405700684,175.95705032348633,230400,363,Grieta e Intervalo Lineal Transversal
,,,606,1289,,Grieta Vertical,782,0.5788759589195251,"[0.27855411171913147, 0.5782662034034729, 0.3821443021297455, 0.8067598342895508]",D00,5453.498587645754,"(443.2083320617676, 118.92571449279785)",82.25770711898804,66.29772186279297,230400,287,Grieta Vertical
,,,607,1290,,Grieta Vertical,783,0.6469199061393738,"[0.25411611795425415, 0.5528234839439392, 0.41712743043899536, 0.9329500794410706]",D00,14276.721079835988,"(475.4475402832031, 120.82383871078491)",136.84557437896729,104.32723999023438,230400,287,Grieta Vertical
,,,608,1291,,Grieta Vertical,784,0.3171296715736389,"[0.29169827699661255, 0.555027425289154, 0.4455442428588867, 0.9402658939361572]",D00,13655.205341867895,"(478.4938621520996, 132.70365357398987)",138.68584871292114,98.46141815185547,230400,287,Grieta Vertical
,,,608,1291,,Grieta e Intervalo Lineal Transversal,785,0.2913111448287964,"[0.36580556631088257, 0.6939610838890076, 0.5226622819900513, 0.738584578037262]",D10,1612.6835867651607,"(458.41461181640625, 159.9242126941681)",16.064457893371582,100.38829803466797,230400,364,Grieta e Intervalo Lineal Transversal
,,,608,1291,,Grieta e Intervalo Lineal Transversal,786,0.24543146789073944,"[0.3645501136779785, 0.7384692430496216, 0.7547159194946289, 0.8238232135772705]",D10,7672.827039107506,"(499.93358612060547, 201.46788597106934)",30.727429389953613,249.70611572265625,230400,364,Grieta e Intervalo Lineal Transversal
,,,609,1292,,Grieta Vertical,787,0.40547382831573486,"[0.32401928305625916, 0.5589529871940613, 0.45077985525131226, 0.9271240234375]",D00,10752.669209056648,"(475.5446434020996, 139.46384489536285)",132.54157304763794,81.12676620483398,230400,287,Grieta Vertical
,,,609,1292,,Grieta e Intervalo Lineal Transversal,788,0.23221755027770996,"[0.26884961128234863, 0.7418584227561951, 0.38471198081970215, 0.7854541540145874]",D10,1163.7745287116559,"(488.7400245666504, 117.64108657836914)",15.69446325302124,74.15191650390625,230400,364,Grieta e Intervalo Lineal Transversal
,,,610,1293,,Grieta e Intervalo Lineal Transversal,789,0.26979508996009827,"[0.38190293312072754, 0.7831832766532898, 0.5272756814956665, 0.8345070481300354]",D10,1719.0323058912327,"(517.6609039306641, 163.65215063095093)",18.476557731628418,93.03855895996094,230400,364,Grieta e Intervalo Lineal Transversal
,,,611,1295,,Grieta Vertical,790,0.3447462320327759,"[0.028237152844667435, 0.6366714239120483, 0.2768600881099701, 0.8834047317504883]",D00,14133.556044866407,"(486.4243698120117, 54.917503371834755)",88.82399082183838,159.1186785697937,230400,288,Grieta Vertical
,,,611,1295,,Grieta e Intervalo Lineal Transversal,791,0.27165520191192627,"[0.430610328912735, 0.6780620813369751, 0.550756573677063, 0.7196769118309021]",D10,1151.9690366244959,"(447.2764778137207, 176.64604246616364)",14.98133897781372,76.89359664916992,230400,365,Grieta e Intervalo Lineal Transversal
,,,612,1296,,Grieta Vertical,792,0.4805822968482971,"[0.02888658083975315, 0.7449679970741272, 0.17183944582939148, 0.8938636183738708]",D00,4904.076821578115,"(524.4261169433594, 36.13068480044603)",53.602423667907715,91.48983359336853,230400,288,Grieta Vertical
,,,612,1296,,Grieta Vertical,793,0.30324822664260864,"[0.40099650621414185, 0.53997403383255, 0.45894843339920044, 0.9327298402786255]",D00,5244.124238593213,"(471.2652397155762, 154.7900891304016)",141.39209032058716,37.0892333984375,230400,288,Grieta Vertical
,,,612,1296,,Grieta Vertical,794,0.2932150065898895,"[0.23346714675426483, 0.618003785610199, 0.30046001076698303, 0.6911749839782715]",D00,1129.4088518983472,"(418.93720626831055, 96.10688835382462)",26.341631412506104,42.87543296813965,230400,288,Grieta Vertical
,,,613,1297,,Grieta Vertical,795,0.5550366044044495,"[0.11757960170507431, 0.6853503584861755, 0.23094622790813446, 0.8257942795753479]",D00,3668.3489674617476,"(483.5662841796875, 62.73464933037758)",50.55981159210205,72.5546407699585,230400,288,Grieta Vertical
,,,613,1297,,Grieta e Intervalo Lineal Transversal,797,0.2552032768726349,"[0.34313568472862244, 0.6760214567184448, 0.44214949011802673, 0.71036696434021]",D10,783.5165355252684,"(443.64429473876953, 141.35133147239685)",12.36438274383545,63.36883544921875,230400,366,Grieta e Intervalo Lineal Transversal
,,,613,1297,,Desenfoque de linea blanca,796,0.37745118141174316,"[0.5653703212738037, 0.7106550335884094, 0.6824555993080139, 0.9264753460884094]",D44,5822.065450251102,"(523.881721496582, 224.60866570472717)",77.6953125,74.93457794189453,230400,138,Desenfoque de linea blanca
,,,614,1298,,Grieta Vertical,799,0.3287985026836395,"[0.4411299228668213, 0.727135956287384, 0.4748760759830475, 0.9324743747711182]",D00,1596.5295461673577,"(531.0753059387207, 164.88107979297638)",73.92183065414429,21.597537994384766,230400,288,Grieta Vertical
,,,614,1298,,Grieta e Intervalo Lineal Transversal,798,0.4089367687702179,"[0.33383649587631226, 0.7083826661109924, 0.4598624110221863, 0.7502266764640808]",D10,1214.9982024471683,"(466.75498962402344, 142.86580324172974)",15.063843727111816,80.65658569335938,230400,366,Grieta e Intervalo Lineal Transversal
,,,615,1299,,Grieta Vertical,800,0.37950947880744934,"[0.1734078824520111, 0.6194817423820496, 0.3403192460536957, 0.8023951053619385]",D00,7034.1854598013015,"(455.0005912780762, 92.47088313102722)",65.84881067276001,106.82327270507812,230400,288,Grieta Vertical
,,,616,1300,,Grieta Vertical,801,0.3386235237121582,"[0.11090843379497528, 0.6123436093330383, 0.34458115696907043, 0.8977197408676147]",D00,15364.135937565676,"(483.220272064209, 81.98812633752823)",102.73540735244751,149.5505428314209,230400,288,Grieta Vertical
,,,617,1301,,Grieta Vertical,802,0.5541003942489624,"[0.12587995827198029, 0.6456460952758789, 0.3186449408531189, 0.9025210738182068]",D00,11408.6017760814,"(495.4134941101074, 80.01448184251785)",92.47499227523804,123.36958885192871,230400,288,Grieta Vertical
,,,618,1302,,Grieta Vertical,803,0.4064314365386963,"[0.11916818469762802, 0.6005939841270447, 0.3614066541194916, 0.930213987827301]",D00,18396.667051126064,"(489.8585510253906, 86.50347098708153)",118.66320133209229,155.03262042999268,230400,288,Grieta Vertical
,,,619,1303,,Grieta Vertical,804,0.5529724359512329,"[0.14556965231895447, 0.5937078595161438, 0.36855989694595337, 0.9274245500564575]",D00,17145.3465123142,"(486.7623710632324, 92.54331886768341)",120.13800859451294,142.7137565612793,230400,288,Grieta Vertical
,,,619,1303,,Grieta Vertical,805,0.2863074839115143,"[0.5599614381790161, 0.7807556986808777, 0.610802173614502, 0.9020044207572937]",D00,1420.2718159052893,"(538.4832382202148, 210.73745012283325)",43.649539947509766,32.53807067871094,230400,288,Grieta Vertical
,,,620,1304,,Grieta Vertical,806,0.4970759451389313,"[0.18730980157852173, 0.6744773387908936, 0.33296704292297363, 0.9298965334892273]",D00,8571.722177936044,"(513.3996391296387, 93.64983201026917)",91.95091009140015,93.22063446044922,230400,288,Grieta Vertical
,,,620,1304,,Grieta Vertical,807,0.3466136157512665,"[0.6215572357177734, 0.7951343059539795, 0.7006600499153137, 0.8947433233261108]",D00,1815.4030679625066,"(540.7608413696289, 237.9991114139557)",35.859246253967285,50.62580108642578,230400,288,Grieta Vertical
,,,620,1304,,Grieta Vertical,808,0.21298693120479584,"[0.46974581480026245, 0.5521364212036133, 0.5715856552124023, 0.7308234572410583]",D00,4192.694607460999,"(410.5471611022949, 187.43966460227966)",64.32733297348022,65.17749786376953,230400,288,Grieta Vertical
,,,620,1304,,Grieta Vertical,809,0.2017161101102829,"[0.4774882197380066, 0.560758650302887, 0.7016634941101074, 0.9017344117164612]",D00,17611.392353846168,"(467.9977798461914, 212.24730849266052)",122.75127410888672,143.47217559814453,230400,288,Grieta Vertical
,,,621,1305,,Grieta Vertical,810,0.26195448637008667,"[0.466986745595932, 0.5520626902580261, 0.66923588514328, 0.9027499556541443]",D00,16341.395944683427,"(465.54004669189453, 204.52007353305817)",126.24741554260254,129.43944931030273,230400,288,Grieta Vertical
,,,622,1306,,Grieta Vertical,811,0.6408088207244873,"[0.4773939251899719, 0.5718419551849365, 0.6932099461555481, 0.9029757976531982]",D00,16465.302901680116,"(471.9416809082031, 210.7086968421936)",119.20818328857422,138.12225341796875,230400,288,Grieta Vertical
,,,622,1306,,Grieta Vertical,812,0.4018506407737732,"[0.24879507720470428, 0.5960129499435425, 0.36529508233070374, 0.8955208659172058]",D00,8039.2720311265975,"(477.29082107543945, 110.53622871637344)",107.8228497505188,74.56000328063965,230400,288,Grieta Vertical
,,,623,1307,,Grieta Vertical,813,0.6203330159187317,"[0.5032179355621338, 0.6067944169044495, 0.7075148820877075, 0.8939765095710754]",D00,13517.665834433137,"(480.24669647216797, 217.93190717697144)",103.38555335998535,130.7500457763672,230400,288,Grieta Vertical
,,,623,1307,,Grieta Vertical,814,0.36259475350379944,"[0.26161080598831177, 0.6400566697120667, 0.35186702013015747, 0.9278604984283447]",D00,5984.889752553863,"(501.73349380493164, 110.42600870132446)",103.60937833786011,57.76397705078125,230400,288,Grieta Vertical
,,,624,1308,,Grieta Vertical,815,0.41070693731307983,"[0.538524329662323, 0.6407271027565002, 0.7131713032722473, 0.8819240927696228]",D00,9705.444330151295,"(487.2483825683594, 225.30521392822266)",86.83091640472412,111.77406311035156,230400,288,Grieta Vertical
,,,624,1308,,Grieta Vertical,816,0.2749903202056885,"[0.22285370528697968, 0.652246356010437, 0.3100453317165375, 0.9369982481002808]",D00,5720.3667302877875,"(508.5582733154297, 95.92182666063309)",102.51068115234375,55.80264091491699,230400,288,Grieta Vertical
,,,624,1308,,Grieta Vertical,817,0.24454182386398315,"[0.4238082468509674, 0.6009164452552795, 0.4666716158390045, 0.7483678460121155]",D00,1456.1887791613117,"(431.7709732055664, 160.28637528419495)",53.08250427246094,27.43255615234375,230400,288,Grieta Vertical
,,,625,1309,,Grieta Vertical,818,0.4385884702205658,"[0.5244475603103638, 0.6187743544578552, 0.7083072066307068, 0.8785234093666077]",D00,11003.29790228734,"(479.1352844238281, 221.8958580493927)",93.50965976715088,117.67017364501953,230400,288,Grieta Vertical
,,,625,1309,,Grieta Vertical,819,0.43328437209129333,"[0.4565805494785309, 0.7756049036979675, 0.5005905032157898, 0.9353675246238708]",D00,1619.9759360775715,"(547.5111770629883, 172.29078948497772)",57.514543533325195,28.166370391845703,230400,288,Grieta Vertical
,,,625,1309,,Grieta e Intervalo Lineal Transversal,820,0.3072899878025055,"[0.35252803564071655, 0.7481183409690857, 0.6125427484512329, 0.8115276098251343]",D10,3798.683788292419,"(499.0867042541504, 173.7127411365509)",22.82733678817749,166.40941619873047,230400,367,Grieta e Intervalo Lineal Transversal
,,,625,1309,,Grieta e Intervalo Lineal Transversal,821,0.25900208950042725,"[0.10806701332330704, 0.8378260135650635, 0.24360494315624237, 0.9024636149406433]",D10,2018.4990750288193,"(556.8926811218262, 63.30095216631889)",23.26953649520874,86.74427509307861,230400,367,Grieta e Intervalo Lineal Transversal
,,,626,1310,,Grieta Vertical,822,0.6069791316986084,"[0.5712399482727051, 0.6886486411094666, 0.7391150593757629, 0.8664572834968567]",D00,6877.358345287757,"(497.63389587402344, 235.86390137672424)",64.01111125946045,107.44007110595703,230400,288,Grieta Vertical
,,,627,1311,,Desenfoque de linea blanca,823,0.40275606513023376,"[0.6254345178604126, 0.7563364505767822, 0.7521478533744812, 0.9135033488273621]",D44,4588.4486960020695,"(534.3487358093262, 247.96482682228088)",56.58008337020874,81.0965347290039,230400,139,Desenfoque de linea blanca
,,,628,1312,,Grieta Vertical,825,0.21292604506015778,"[0.5655471086502075, 0.6795125603675842, 0.7240398526191711, 0.8943410515785217]",D00,7844.833625410683,"(503.6331558227539, 232.12565302848816)",77.3382568359375,101.43535614013672,230400,289,Grieta Vertical
,,,628,1312,,Grieta e Intervalo Lineal Transversal,824,0.2546897828578949,"[0.38721007108688354, 0.8721488118171692, 0.5484293103218079, 0.9331870079040527]",D10,2267.2584662168447,"(577.707462310791, 168.41508865356445)",21.973750591278076,103.18031311035156,230400,368,Grieta e Intervalo Lineal Transversal
,,,629,1313,,Desenfoque de linea blanca,826,0.49972906708717346,"[0.5911919474601746, 0.7527233362197876, 0.7097229957580566, 0.923095166683197]",D44,4652.778623675204,"(536.2619209289551, 234.16468977928162)",61.33385896682739,75.85987091064453,230400,140,Desenfoque de linea blanca
,,,630,1314,,Grieta Vertical,827,0.4934346377849579,"[0.43242311477661133, 0.7191643714904785, 0.4574206471443176, 0.8208230137825012]",D00,585.495982345401,"(492.7959632873535, 160.1718771457672)",36.597111225128174,15.998420715332031,230400,290,Grieta Vertical
,,,630,1314,,Grieta e Intervalo Lineal Transversal,828,0.2135164737701416,"[0.2970910966396332, 0.8212544918060303, 0.6435022354125977, 0.8943876624107361]",D10,5836.986987552837,"(549.0054893493652, 169.30679976940155)",26.327941417694092,221.70312881469727,230400,369,Grieta e Intervalo Lineal Transversal
,,,631,1315,,Desenfoque de linea blanca,829,0.5326168537139893,"[0.5872505307197571, 0.7634224891662598, 0.6895805597305298, 0.9246956706047058]",D44,3802.311782842935,"(540.197811126709, 229.82959628105164)",58.058345317840576,65.49121856689453,230400,141,Desenfoque de linea blanca
,,,632,1316,,Grieta Vertical,830,0.5327684879302979,"[0.5695652961730957, 0.7087149620056152, 0.6725385785102844, 0.900714635848999]",D00,4555.200758013598,"(515.0174713134766, 223.57869744300842)",69.11988258361816,65.90290069580078,230400,291,Grieta Vertical
,,,633,1317,,Grieta Vertical,832,0.21292482316493988,"[0.2771050035953522, 0.5909685492515564, 0.3821756839752197, 0.7961730360984802]",D00,4967.648651521813,"(443.8853073120117, 118.67052376270294)",73.87361526489258,67.24523544311523,230400,291,Grieta Vertical
,,,633,1317,,Desenfoque de linea blanca,831,0.4779265522956848,"[0.6021813154220581, 0.7544533610343933, 0.7033008337020874, 0.9215262532234192]",D44,3892.4537185856025,"(536.3134765625, 234.9867868423462)",60.146241188049316,64.71649169921875,230400,142,Desenfoque de linea blanca
,,,634,1318,,Grieta Vertical,833,0.6062473058700562,"[0.5746820569038391, 0.6951388716697693, 0.6916292309761047, 0.8968014121055603]",D00,5433.722316334024,"(509.42089080810547, 227.9360318183899)",72.59851455688477,74.84619140625,230400,291,Grieta Vertical
,,,634,1318,,Grieta Vertical,834,0.5486440658569336,"[0.21048708260059357, 0.6980808973312378, 0.3330784738063812, 0.9290860295295715]",D00,6524.753018542992,"(520.693416595459, 97.84180015325546)",83.16184759140015,78.4584903717041,230400,291,Grieta Vertical
,,,634,1318,,Desenfoque de linea blanca,835,0.3177844285964966,"[0.5287920832633972, 0.6107759475708008, 0.5824862718582153, 0.701481282711029]",D44,1122.1284952110182,"(419.92231369018555, 200.03010392189026)",32.65392065048218,34.364280700683594,230400,142,Desenfoque de linea blanca
,,,635,1319,,Grieta e Intervalo Lineal Transversal,837,0.27132079005241394,"[0.3934391438961029, 0.8250132203102112, 0.5429297685623169, 0.8755988478660583]",D10,1742.3025551898718,"(544.1958618164062, 168.54640424251556)",18.21082592010498,95.67399978637695,230400,370,Grieta e Intervalo Lineal Transversal
,,,635,1319,,Desenfoque de linea blanca,836,0.30946338176727295,"[0.6277399063110352, 0.7771696448326111, 0.7211087942123413, 0.9199654459953308]",D44,3071.8506589146273,"(543.0832290649414, 242.79276609420776)",51.4064884185791,59.75608825683594,230400,142,Desenfoque de linea blanca
,,,636,1320,,Grieta Vertical,838,0.3517853915691376,"[0.5908678770065308, 0.7150665521621704, 0.6784297227859497, 0.8560425043106079]",D00,2844.083999376744,"(502.75489807128906, 228.47356796264648)",50.7513427734375,56.039581298828125,230400,292,Grieta Vertical
,,,636,1320,,Desenfoque de linea blanca,839,0.27440953254699707,"[0.537824273109436, 0.6282491683959961, 0.5994230508804321, 0.725481390953064]",D44,1379.9545504065463,"(433.1937789916992, 204.70451831817627)",35.003600120544434,39.4232177734375,230400,142,Desenfoque de linea blanca
,,,637,1322,,Grieta Vertical,840,0.4713059663772583,"[0.6160213351249695, 0.7379360795021057, 0.7131684422492981, 0.8859192132949829]",D00,3312.261124109682,"(519.6336936950684, 239.25415992736816)",53.27392816543579,62.17414855957031,230400,293,Grieta Vertical
,,,638,1327,,Grieta e Intervalo Lineal Transversal,841,0.488937109708786,"[0.34346288442611694, 0.7902721762657166, 0.46239763498306274, 0.8314498662948608]",D10,1128.3743905061783,"(518.9510536193848, 145.05489349365234)",14.823968410491943,76.11824035644531,230400,371,Grieta e Intervalo Lineal Transversal
,,,639,1331,,Grieta Vertical,842,0.4556051194667816,"[0.6137908101081848, 0.757509171962738, 0.7071601152420044, 0.8971778154373169]",D00,3004.5920694231427,"(529.4998359680176, 237.77116656303406)",50.28071165084839,59.75635528564453,230400,294,Grieta Vertical
,,,640,1333,,Grieta Vertical,843,0.2843189537525177,"[0.6237212419509888, 0.7797650098800659, 0.699809730052948, 0.8917607665061951]",D00,1963.3738280871512,"(534.8882484436035, 238.23557496070862)",40.318472385406494,48.696632385253906,230400,295,Grieta Vertical
,,,641,1335,,Desenfoque de linea blanca,844,0.24547527730464935,"[0.558355450630188, 0.6622578501701355, 0.6770808100700378, 0.8383700847625732]",D44,4817.430916702233,"(480.2009391784668, 222.37852692604065)",63.40040445327759,75.9842300415039,230400,143,Desenfoque de linea blanca
,,,642,1336,,Grieta Vertical,845,0.30483683943748474,"[0.574008584022522, 0.6946202516555786, 0.6988582611083984, 0.8993989825248718]",D00,5890.535060679213,"(510.08615493774414, 229.11603212356567)",73.72034311294556,79.90379333496094,230400,296,Grieta Vertical
,,,643,1337,,Desenfoque de linea blanca,846,0.23089048266410828,"[0.5651537179946899, 0.6697614789009094, 0.6836909651756287, 0.8449864983558655]",D44,4785.567308563259,"(484.71935272216797, 224.79204297065735)",63.08100700378418,75.86383819580078,230400,144,Desenfoque de linea blanca
,,,644,1340,,Desenfoque de linea blanca,847,0.31783372163772583,"[0.0, 0.720210611820221, 0.08426999300718307, 0.8994847536087036]",D44,3480.7520274933154,"(518.3025169372559, 15.168598741292953)",64.53869104385376,53.93279552459717,230400,145,Desenfoque de linea blanca
,,,645,1341,,Desenfoque de linea blanca,848,0.5367379784584045,"[0.5501831769943237, 0.65509033203125, 0.6428154706954956, 0.7932671308517456]",D44,2949.0356300608255,"(463.4743881225586, 214.73975658416748)",49.74364757537842,59.28466796875,230400,145,Desenfoque de linea blanca
,,,646,1342,,Desenfoque de linea blanca,849,0.2577350437641144,"[0.0001877665490610525, 0.7061185836791992, 0.12212181091308594, 0.947805643081665]",D44,6789.860495629283,"(529.2557525634766, 22.015723943186458)",87.0073413848877,78.03778839297593,230400,145,Desenfoque de linea blanca
,,,647,1346,,Grieta Vertical,850,0.34271493554115295,"[0.5694720149040222, 0.769548773765564, 0.6427572965621948, 0.9142480492591858]",D00,2443.236977729339,"(538.8149833679199, 218.20127606391907)",52.09173917770386,46.90258026123047,230400,297,Grieta Vertical
,,,648,1347,,Desenfoque de linea blanca,851,0.3090003430843353,"[0.00025289057521149516, 0.6721475124359131, 0.1394193470478058, 0.8914949893951416]",D44,7033.146878504414,"(500.3656005859375, 25.14100277214311)",78.96509170532227,89.06653214246035,230400,146,Desenfoque de linea blanca
,,,649,1348,,Grieta Vertical,852,0.3212583363056183,"[0.5264314413070679, 0.680476188659668, 0.6342124938964844, 0.9119361042976379]",D00,5747.787265471015,"(509.5719337463379, 208.9159083366394)",83.32556962966919,68.97987365722656,230400,298,Grieta Vertical
,,,649,1348,,Grieta e Intervalo Lineal Transversal,853,0.26097574830055237,"[0.2926417887210846, 0.8008089065551758, 0.4462979733943939, 0.8726164102554321]",D10,2542.1568882038628,"(535.4961013793945, 133.00915718078613)",25.850701332092285,98.33995819091797,230400,372,Grieta e Intervalo Lineal Transversal
,,,650,1350,,Grieta Vertical,854,0.48618805408477783,"[0.5030709505081177, 0.6454840898513794, 0.6194165945053101, 0.9120471477508545]",D00,7145.4990268051915,"(498.40999603271484, 202.047758102417)",95.96270084381104,74.46121215820312,230400,299,Grieta Vertical
,,,651,1351,,Grieta Vertical,855,0.4718457758426666,"[0.5680128931999207, 0.8063981533050537, 0.6200226545333862, 0.9228366613388062]",D00,1395.2883485630082,"(553.3551406860352, 213.84639859199524)",41.91786289215088,33.28624725341797,230400,299,Grieta Vertical
,,,652,1353,,Grieta Vertical,856,0.2375984787940979,"[0.5562480688095093, 0.8073343634605408, 0.6052324175834656, 0.9231981039047241]",D00,1307.6374745486646,"(553.7703895568848, 209.06648755073547)",41.710946559906006,31.34998321533203,230400,300,Grieta Vertical
,,,653,1354,,Grieta Vertical,857,0.3240666389465332,"[0.5015102624893188, 0.6268063187599182, 0.6102936863899231, 0.9092074632644653]",D00,7078.017810275469,"(491.52441024780273, 200.12471079826355)",101.66441202163696,69.62139129638672,230400,300,Grieta Vertical
,,,654,1355,,Grieta Vertical,858,0.5771767497062683,"[0.5655895471572876, 0.7713026404380798, 0.6328216791152954, 0.9201734662055969]",D00,2306.0512518219184,"(541.2723541259766, 215.71402072906494)",53.59349727630615,43.028564453125,230400,300,Grieta Vertical
,,,655,1357,,Grieta Vertical,859,0.2517731189727783,"[0.5626980066299438, 0.690703272819519, 0.665739893913269, 0.8968058824539185]",D00,4893.051311020099,"(508.0029296875, 221.11882209777832)",74.19693946838379,65.94680786132812,230400,301,Grieta Vertical
,,,656,1360,,Grieta Vertical,860,0.45032021403312683,"[0.6048747301101685, 0.7490077614784241, 0.6942569017410278, 0.8898680806159973]",D00,2900.828441348858,"(524.4402694702148, 233.84369373321533)",50.70971488952637,57.20458984375,230400,302,Grieta Vertical
,,,656,1360,,Grieta e Intervalo Lineal Transversal,861,0.37146130204200745,"[0.40094488859176636, 0.7239428758621216, 0.6017918586730957, 0.7773893475532532]",D10,2473.2430619215847,"(480.4263114929199, 180.49261450767517)",19.240729808807373,128.54206085205078,230400,373,Grieta e Intervalo Lineal Transversal
,,,657,1361,,Desenfoque de linea blanca,862,0.41562941670417786,"[0.5953702330589294, 0.7607927322387695, 0.6921085119247437, 0.9201728105545044]",D44,3552.3427879901647,"(537.9089736938477, 231.74617409706116)",57.37682819366455,61.912498474121094,230400,147,Desenfoque de linea blanca
,,,658,1362,,Grieta Vertical,863,0.47717660665512085,"[0.5705434083938599, 0.7001858353614807, 0.6765438914299011, 0.8928741216659546]",D00,4705.931848011551,"(509.7791862487793, 224.47571396827698)",69.3677830696106,67.8403091430664,230400,303,Grieta Vertical
,,,659,1366,,Desenfoque de linea blanca,864,0.4583030343055725,"[0.5762656927108765, 0.7531958818435669, 0.6795042157173157, 0.9285262823104858]",D44,4170.4362045693415,"(538.1510925292969, 226.03858351707458)",63.11894416809082,66.0726547241211,230400,148,Desenfoque de linea blanca
,,,660,1367,,Grieta Vertical,865,0.2968823313713074,"[0.5719354748725891, 0.7234545946121216, 0.6719808578491211, 0.8977798223495483]",D00,4018.2760331048485,"(518.7950134277344, 223.90493988990784)",62.75708198547363,64.02904510498047,230400,304,Grieta Vertical
,,,660,1367,,Desenfoque de linea blanca,866,0.22462309896945953,"[0.510351836681366, 0.6279187798500061, 0.5671061277389526, 0.7352696061134338]",D44,1403.73965699182,"(436.2202835083008, 193.94243359565735)",38.646297454833984,36.32274627685547,230400,148,Desenfoque de linea blanca
,,,661,1369,,Desenfoque de linea blanca,867,0.6636945605278015,"[0.54132479429245, 0.691645622253418, 0.6686388254165649, 0.9249632358551025]",D44,6843.94120394245,"(517.3148345947266, 217.79345154762268)",83.99434089660645,81.4809799194336,230400,149,Desenfoque de linea blanca
,,,662,1371,,Desenfoque de linea blanca,868,0.3277406692504883,"[0.5913478136062622, 0.7728643417358398, 0.6819995641708374, 0.9261395931243896]",D44,3201.331934960035,"(543.6812591552734, 229.20252799987793)",55.17909049987793,58.017120361328125,230400,150,Desenfoque de linea blanca
,,,663,1372,,Grieta Vertical,869,0.30514007806777954,"[0.5775168538093567, 0.7233076095581055, 0.6788981556892395, 0.8970038294792175]",D00,4057.2400682227453,"(518.4996604919434, 226.15470170974731)",62.53063917160034,64.884033203125,230400,305,Grieta Vertical
,,,664,1374,,Grieta Vertical,870,0.47874969244003296,"[0.6248900294303894, 0.7634518146514893, 0.6980328559875488, 0.8923054933547974]",D00,2171.456011618102,"(529.8423385620117, 238.12611937522888)",46.38732433319092,46.81140899658203,230400,306,Grieta Vertical
,,,664,1374,,Desenfoque de linea blanca,871,0.2212909758090973,"[0.5559108853340149, 0.6381497979164124, 0.6428497433662415, 0.7719049453735352]",D44,2679.2109563568374,"(451.2175178527832, 215.77691316604614)",48.15185308456421,55.640869140625,230400,151,Desenfoque de linea blanca
,,,665,1375,,Grieta Vertical,872,0.5813369750976562,"[0.5495495796203613, 0.6315163373947144, 0.7011831998825073, 0.8796564936637878]",D00,8669.120308414676,"(483.5753059387207, 225.13190031051636)",89.33045625686646,97.04551696777344,230400,306,Grieta Vertical
,,,666,1376,,Grieta Vertical,873,0.3294054865837097,"[0.649690568447113, 0.7827324867248535, 0.7214792966842651, 0.891495406627655]",D00,1798.9520714913851,"(535.7529258728027, 246.81057572364807)",39.154651165008545,45.944786071777344,230400,306,Grieta Vertical
,,,667,1377,,Desenfoque de linea blanca,874,0.3127686679363251,"[0.0002486705780029297, 0.6911585330963135, 0.1287975311279297, 0.9160893559455872]",D44,6661.924065753192,"(514.3193244934082, 23.22831630706787)",80.97509622573853,82.27127075195312,230400,152,Desenfoque de linea blanca
,,,668,1378,,Desenfoque de linea blanca,875,0.22298504412174225,"[0.572296142578125, 0.6526930332183838, 0.7075601816177368, 0.8440766930580139]",D44,5964.440103035486,"(478.96631240844727, 230.37413835525513)",68.89811754226685,86.56898498535156,230400,152,Desenfoque de linea blanca
,,,669,1380,,Grieta Vertical,876,0.38865745067596436,"[0.6215254068374634, 0.7784301042556763, 0.7021756768226624, 0.9064455628395081]",D00,2378.760490843797,"(539.160213470459, 238.26619505882263)",46.08556509017944,51.616172790527344,230400,307,Grieta Vertical
